f_Hz,mag_Zt_ideal_ohm,phase_Zt_ideal_deg,mag_Zt_nonideal_ohm,phase_Zt_nonideal_deg,mag_G_nonideal_ohm,phase_G_nonideal_deg
13.3678951798747,99999.9999964726,179.999518755774,99999.000006696,179.999511086986,99999.000006696,-0.000488913014409598
13.4761172950852,99999.9999964152,179.999514859777,99999.0000066423,179.999507128905,99999.0000066423,-0.000492871094560704
13.5852155412096,99999.999996357,179.999510932241,99999.0000065877,179.999503138782,99999.0000065877,-0.000496861218036277
13.6951970111177,99999.9999962977,179.999506972908,99999.0000065323,179.999499116356,99999.0000065323,-0.000500883644249045
13.806068855101,99999.9999962375,179.999502981521,99999.0000064759,179.999495061365,99999.0000064759,-0.000504938634711015
13.9178382813373,99999.9999961764,179.999498957822,99999.0000064186,179.999490973547,99999.0000064186,-0.000509026453051977
14.0305125563594,99999.9999961142,179.999494901548,99999.0000063604,179.999486852635,99999.0000063604,-0.000513147365035912
14.1440990055278,99999.9999960511,179.999490812436,99999.0000063012,179.999482698361,99999.0000063012,-0.000517301638577803
14.2586050135065,99999.9999959869,179.99948669022,99999.0000062411,179.999478510456,99999.0000062411,-0.000521489543762005
14.3740380247435,99999.9999959216,179.999482534631,99999.00000618,179.999474288647,99999.00000618,-0.000525711352859306
14.4904055439544,99999.9999958553,179.9994783454,99999.0000061179,179.99947003266,99999.0000061179,-0.000529967340345042
14.6077151366109,99999.9999957879,179.999474122255,99999.0000060548,179.999465742217,99999.0000060548,-0.00053425778291577
14.7259744294318,99999.9999957195,179.999469864921,99999.0000059906,179.99946141704,99999.0000059906,-0.00053858295950894
14.8451911108798,99999.9999956499,179.99946557312,99999.0000059255,179.999457056849,99999.0000059255,-0.000542943151319832
14.9653729316606,99999.9999955791,179.999461246574,99999.0000058592,179.999452661358,99999.0000058592,-0.000547338641820056
15.0865277052271,99999.9999955073,179.999456885003,99999.0000057919,179.999448230283,99999.0000057919,-0.000551769716776312
15.2086633082875,99999.9999954342,179.999452488121,99999.0000057235,179.999443763336,99999.0000057235,-0.000556236664268889
15.3317876813171,99999.99999536,179.999448055643,99999.000005654,179.999439260225,99999.000005654,-0.000560739774710167
15.4559088290748,99999.9999952846,179.999443587282,99999.0000055833,179.999434720659,99999.0000055833,-0.000565279340863505
15.5810348211234,99999.9999952079,179.999439082746,99999.0000055115,179.999430144342,99999.0000055115,-0.000569855657862262
15.7071737923542,99999.99999513,179.999434541744,99999.0000054386,179.999425530977,99999.0000054386,-0.000574469023229344
15.834333943516,99999.9999950508,179.999429963978,99999.0000053644,179.999420880263,99999.0000053644,-0.000579119736896476
15.9625235417481,99999.9999949704,179.999425349153,99999.0000052891,179.999416191899,99999.0000052891,-0.000583808101223364
16.0917509211179,99999.9999948886,179.999420696967,99999.0000052125,179.999411465579,99999.0000052125,-0.000588534421016577
16.2220244831628,99999.9999948055,179.999416007119,99999.0000051347,179.999406700996,99999.0000051347,-0.000593299003552612
16.353352697436,99999.9999947211,179.999411279303,99999.0000050556,179.999401897841,99999.0000050556,-0.000598102158593005
16.4857441020578,99999.9999946353,179.999406513212,99999.0000049752,179.999397055802,99999.0000049752,-0.000602944198408431
16.6192073042701,99999.9999945481,179.999401708537,99999.0000048935,179.999392174562,99999.0000048935,-0.000607825437797598
16.7537509809962,99999.9999944594,179.999396864965,99999.0000048105,179.999387253806,99999.0000048105,-0.000612746194107306
16.8893838794052,99999.9999943694,179.99939198218,99999.0000047261,179.999382293213,99999.0000047261,-0.00061770678725343
17.0261148174801,99999.9999942778,179.999387059867,99999.0000046404,179.99937729246,99999.0000046404,-0.000622707539742276
17.1639526845917,99999.9999941848,179.999382097703,99999.0000045533,179.999372251223,99999.0000045533,-0.000627748776690521
17.302906442076,99999.9999940903,179.999377095368,99999.0000044647,179.999367169174,99999.0000044647,-0.000632830825847621
17.4429851238172,99999.9999939942,179.999372052536,99999.0000043747,179.999362045982,99999.0000043747,-0.000637954017615609
17.5841978368348,99999.9999938965,179.999366968878,99999.0000042833,179.999356881315,99999.0000042833,-0.00064311868507151
17.7265537618758,99999.9999937973,179.999361844065,99999.0000041903,179.999351674836,99999.0000041903,-0.000648325163988701
17.8700621540116,99999.9999936965,179.999356677762,99999.0000040959,179.999346426207,99999.0000040959,-0.000653573792859845
18.0147323432395,99999.999993594,179.999351469636,99999.0000039999,179.999341135087,99999.0000039999,-0.000658864912916692
