Rf_ohm,Cpd_F,ft_Hz,selected_Cf_F,best_peaking_dB,bandwidth_Hz,phase_at_bandwidth_deg,classification,classification_code
100000,5e-12,43754793.7507418,6.61474064123016e-13,6.06947707448427e-12,3202127.73627337,-83.2432247266978,Safe,1
100000,5e-12,49238826.3170674,5.87801607227492e-13,1.88815317951113e-12,3625169.71443175,-87.4492864326478,Safe,1
100000,5e-12,55410203.3000949,5.87801607227492e-13,4.77534961437056e-12,3624232.92720973,-83.1885389602723,Safe,1
100000,5e-12,62355073.4127391,5.22334507426683e-13,1.47734967875951e-12,4103768.81152027,-87.4514380640515,Safe,1
100000,5e-12,70170382.8670384,5.22334507426683e-13,3.76087711955701e-12,4099611.15807139,-83.1391236885298,Safe,1
100000,5e-12,78965228.6849973,4.64158883361277e-13,1.15912161479697e-12,4641875.93773091,-87.4389467772311,Safe,1
100000,5e-12,88862381.6274341,4.64158883361277e-13,2.9643426321843e-12,4634414.10755854,-83.087576599362,Safe,1
100000,5e-12,100000000,4.12462638290135e-13,9.10325128426255e-13,5247482.36080513,-87.4234857152119,Safe,1
100000,1e-11,1000000,5.5410203300095e-12,1.1355727380564e-10,315432.204698599,-88.847544806549,Safe,1
100000,1e-11,1125335.58260076,5.5410203300095e-12,3.56749088934196e-10,322820.736212487,-86.118547046862,Safe,1
100000,1e-11,1266380.1734674,4.92388263170673e-12,5.57169123623371e-11,364071.385536109,-89.2482356995336,Safe,1
100000,1e-11,1425102.670303,4.92388263170673e-12,2.54894893265491e-10,371829.335303034,-86.3391755173339,Safe,1
100000,1e-11,1603718.74375133,4.37547937507418e-12,2.28256311332863e-11,419283.741997393,-89.599507077994,Safe,1
100000,1e-11,1804721.76682717,4.37547937507418e-12,1.8456070516674e-10,427235.202222957,-86.4948020634739,Safe,1
100000,1e-11,2030917.62090473,3.88815518030809e-12,4.8235659876982e-12,481680.487708746,-89.8739730477822,Safe,1
100000,1e-11,2285463.86413499,3.88815518030809e-12,1.35318287415569e-10,490013.648032817,-86.6263606588734,Safe,1
100000,1e-11,2571913.80905935,3.88815518030809e-12,2.52310495655204e-10,495869.719632645,-83.27000585223,Safe,1
100000,1e-11,2894266.12471675,3.45510729459222e-12,1.00355630788688e-10,561003.533078433,-86.7288152392218,Safe,1
100000,1e-11,3257020.65565978,3.45510729459222e-12,1.94109475740342e-10,566679.822373056,-83.2398674612014,Safe,1
100000,1e-11,3665241.23707963,3.07029062975785e-12,7.52001844964329e-11,641115.636062782,-86.7954415605766,Safe,1
100000,1e-11,4124626.38290135,3.07029062975785e-12,1.50082140928258e-10,646511.32010558,-83.1862368479774,Safe,1
100000,1e-11,4641588.83361278,2.72833337648677e-12,5.68586760827288e-11,731637.888714963,-86.8507865691364,Safe,1
100000,1e-11,5223345.07426684,2.72833337648677e-12,1.16521616437785e-10,736739.431500609,-83.1386932960557,Safe,1
100000,1e-11,5878016.07227491,2.42446201708233e-12,4.33233757622649e-11,833730.880231221,-86.8852047432788,Safe,1
100000,1e-11,6614740.64123015,2.42446201708233e-12,9.07702157712535e-11,838190.809307125,-83.0610911357739,Safe,1
100000,1e-11,7443803.0132517,2.15443469003189e-12,3.32345818072289e-11,948785.809733604,-86.9007440491761,Safe,1
100000,1e-11,8376776.40068292,2.15443469003189e-12,7.09050699604407e-11,952700.892556565,-82.9926745070129,Safe,1
100000,1e-11,9426684.55117885,1.91448197616996e-12,2.56318240609486e-11,1078690.67482316,-86.9207920150362,Safe,1
100000,1e-11,10608183.5513945,1.91448197616996e-12,5.55086176295629e-11,1081882.65190458,-82.9318665259689,Safe,1
100000,1e-11,11937766.4171444,1.70125427985259e-12,1.98612885011088e-11,1224890.97899191,-86.9201857656088,Safe,1
100000,1e-11,13433993.325989,1.70125427985259e-12,4.35335991499725e-11,1227039.86286511,-82.8507189228461,Safe,1
100000,1e-11,15117750.7061566,1.51177507061566e-12,1.54465973592368e-11,1389524.64076545,-86.9102931080796,Safe,1
100000,1e-11,17012542.7985259,1.51177507061566e-12,3.41950519639123e-11,1390611.29824701,-82.7766196290637,Safe,1
100000,1e-11,19144819.7616996,1.3433993325989e-12,1.20540933319077e-11,1575105.65756627,-86.9037826432325,Safe,1
100000,1e-11,21544346.9003188,1.3433993325989e-12,2.68873784223971e-11,1574906.50184234,-82.7098199501689,Safe,1
100000,1e-11,24244620.1708233,1.19377664171444e-12,9.42726531301982e-12,1784233.46606635,-86.8996424378651,Safe,1
100000,1e-11,27283333.7648677,1.19377664171444e-12,2.11573446161534e-11,1782500.38921309,-82.649440264181,Safe,1
100000,1e-11,30702906.2975785,1.06081835513945e-12,7.38867704872814e-12,2019674.30816736,-86.8913177641175,Safe,1
100000,1e-11,34551072.9459222,1.06081835513945e-12,1.66616499670917e-11,2016290.91969893,-82.5947317853448,Safe,1
100000,1e-11,38881551.8030809,9.42668455117885e-13,5.80139403878264e-12,2284374.11485418,-86.8692962302136,Safe,1
100000,1e-11,43754793.7507418,9.42668455117885e-13,1.31302827845796e-11,2279062.85125569,-82.5316922177646,Safe,1
100000,1e-11,49238826.3170674,8.37677640068292e-13,4.55934026186274e-12,2582442.00494676,-86.8500500696622,Safe,1
100000,1e-11,55410203.3000949,8.37677640068292e-13,1.0354948335843e-11,2574849.48087875,-82.4735277028265,Safe,1
100000,1e-11,62355073.4127391,7.4438030132517e-13,3.58729817557749e-12,2918037.82213283,-86.8330466187379,Safe,1
100000,1e-11,70170382.8670384,7.4438030132517e-13,8.1659249867694e-12,2907819.8344732,-82.4209573901872,Safe,1
100000,1e-11,78965228.6849973,6.61474064123016e-13,2.82547947700067e-12,3295843.05471297,-86.8178507199225,Safe,1
100000,1e-11,88862381.6274341,6.61474064123016e-13,6.43977882164046e-12,3282616.97572076,-82.3733854563845,Safe,1
100000,1e-11,100000000,5.87801607227492e-13,2.22759644773781e-12,3721126.1435107,-86.8041057593969,Safe,1
100000,2e-11,1000000,7.89652286849973e-12,9.93430869488184e-11,237173.628607724,-89.4312261921772,Safe,1
100000,2e-11,1125335.58260076,7.89652286849973e-12,6.28731864895322e-10,241153.551830118,-86.1808673603579,Safe,1
100000,2e-11,1266380.1734674,7.01703828670384e-12,4.45037125813202e-11,271969.417038887,-89.6553038613423,Safe,1
100000,2e-11,1425102.670303,7.01703828670384e-12,4.69681478536879e-10,276113.060719332,-86.2748852251073,Safe,1
100000,2e-11,1603718.74375133,6.23550734127393e-12,1.39846769199445e-11,311387.848751973,-89.8640601532394,Safe,1
100000,2e-11,1804721.76682717,6.23550734127393e-12,3.54183977873269e-10,315516.899027294,-86.3225152839873,Safe,1
100000,2e-11,2030917.62090473,6.23550734127393e-12,6.58151567242751e-10,318023.993361235,-82.7250443643562,Safe,1
100000,2e-11,2285463.86413499,5.5410203300095e-12,2.692749444463e-10,360088.688581376,-86.3699230011667,Safe,1
100000,2e-11,2571913.80905935,5.5410203300095e-12,5.11494717484268e-10,362369.916412802,-82.6605793198766,Safe,1
100000,2e-11,2894266.12471675,4.92388263170673e-12,2.06150068487449e-10,410295.637289067,-86.3859227097086,Safe,1
100000,2e-11,3257020.65565978,4.92388263170673e-12,3.98786051854359e-10,412271.525278268,-82.5744216083696,Safe,1
100000,2e-11,3665241.23707963,4.37547937507418e-12,1.58745658887618e-10,466937.336997146,-86.3943329588274,Safe,1
100000,2e-11,4124626.38290135,4.37547937507418e-12,3.11716924902824e-10,468594.858579785,-82.497699970751,Safe,1
100000,2e-11,4641588.83361278,3.88815518030809e-12,1.22839889998555e-10,530890.272426401,-86.4074550595686,Safe,1
100000,2e-11,5223345.07426684,3.88815518030809e-12,2.44165785872927e-10,532085.17653223,-82.4231803382479,Safe,1
100000,2e-11,5878016.07227491,3.45510729459222e-12,9.54356320543883e-11,602774.36901501,-86.3897495548464,Safe,1
100000,2e-11,6614740.64123015,3.45510729459222e-12,1.91573294503363e-10,603460.561021364,-82.3337433328094,Safe,1
100000,2e-11,7443803.0132517,3.07029062975785e-12,7.43920780794682e-11,683809.862295597,-86.3739705844805,Safe,1
100000,2e-11,8376776.40068292,3.07029062975785e-12,1.50508373668467e-10,683900.655320437,-82.2530253416582,Safe,1
100000,2e-11,9426684.55117885,2.72833337648677e-12,5.81393029583031e-11,775156.032121894,-86.3618828357403,Safe,1
100000,2e-11,10608183.5513945,2.72833337648677e-12,1.18376982483409e-10,774530.37523705,-82.1800047858072,Safe,1
100000,2e-11,11937766.4171444,2.42446201708233e-12,4.55355429705269e-11,878092.170439495,-86.3524880938017,Safe,1
100000,2e-11,13433993.325989,2.42446201708233e-12,9.31810344376112e-11,876615.719828803,-82.113812854147,Safe,1
100000,2e-11,15117750.7061566,2.15443469003189e-12,3.57264039807927e-11,993833.751843238,-86.3287996242612,Safe,1
100000,2e-11,17012542.7985259,2.15443469003189e-12,7.34007494438599e-11,991502.900405304,-82.048701130753,Safe,1
100000,2e-11,19144819.7616996,1.91448197616996e-12,2.80696438963877e-11,1124100.77966382,-86.3025254165993,Safe,1
100000,2e-11,21544346.9003188,1.91448197616996e-12,5.78538620282052e-11,1120684.97085231,-81.979672471959,Safe,1
100000,2e-11,24244620.1708233,1.70125427985259e-12,2.20773130192429e-11,1270788.8589306,-86.279339792941,Safe,1
100000,2e-11,27283333.7648677,1.70125427985259e-12,4.56165464777169e-11,1266119.9866092,-81.9172702819524,Safe,1
100000,2e-11,30702906.2975785,1.51177507061566e-12,1.73829669120722e-11,1435945.00573475,-86.2587008536164,Safe,1
100000,2e-11,34551072.9459222,1.51177507061566e-12,3.59771291220955e-11,1429836.32838052,-81.8608151822713,Safe,1
100000,2e-11,38881551.8030809,1.3433993325989e-12,1.3695378679979e-11,1621872.94111273,-86.2401616802013,Safe,1
100000,2e-11,43754793.7507418,1.3433993325989e-12,2.83898006152824e-11,1614116.78222365,-81.8096944640539,Safe,1
100000,2e-11,49238826.3170674,1.19377664171444e-12,1.07946816605908e-11,1831165.22649223,-86.2233519654015,Safe,1
100000,2e-11,55410203.3000949,1.19377664171444e-12,2.24032557029371e-11,1821530.33753529,-81.7633530281508,Safe,1
100000,2e-11,62355073.4127391,1.06081835513945e-12,8.51501152966135e-12,2066739.38524128,-86.2079627463425,Safe,1
100000,2e-11,70170382.8670384,1.06081835513945e-12,1.76838370816362e-11,2054967.93725749,-81.7212859722813,Safe,1
100000,2e-11,78965228.6849973,9.42668455117885e-13,6.7175051320076e-12,2331878.5081696,-86.1937338302182,Safe,1
100000,2e-11,88862381.6274341,9.42668455117885e-13,1.39596044058142e-11,2317682.67282193,-81.6830324378341,Safe,1
100000,2e-11,100000000,8.37677640068292e-13,5.30380106604146e-12,2630276.90146582,-86.1804434969104,Safe,1
1000000,1e-12,1000000,5.87801607227492e-13,4.24230796385628e-10,300547.702014103,-85.9923502639544,Safe,1
1000000,1e-12,1125335.58260076,5.22334507426683e-13,8.06775645064064e-11,339007.645897795,-89.0617101838596,Safe,1
1000000,1e-12,1266380.1734674,5.22334507426683e-13,3.01037962538589e-10,346512.865257204,-86.2258327072714,Safe,1
1000000,1e-12,1425102.670303,4.64158883361277e-13,3.68913115603842e-11,390767.816508753,-89.4217157405928,Safe,1
1000000,1e-12,1603718.74375133,4.64158883361277e-13,2.16541661266775e-10,398645.157445876,-86.4167712599957,Safe,1
1000000,1e-12,1804721.76682717,4.12462638290135e-13,1.24147518043981e-11,449469.618951354,-89.7343033253175,Safe,1
1000000,1e-12,2030917.62090473,4.12462638290135e-13,1.57796760660547e-10,457733.553873603,-86.5768985811627,Safe,1
1000000,1e-12,2285463.86413499,4.12462638290135e-13,2.88289553431187e-10,463571.617104238,-83.2788072493337,Safe,1
1000000,1e-12,2571913.80905935,3.66524123707963e-13,1.16373110007938e-10,524387.492966512,-86.6761592340558,Safe,1
1000000,1e-12,2894266.12471675,3.66524123707963e-13,2.21153075211716e-10,530256.242142027,-83.2639522373745,Safe,1
1000000,1e-12,3257020.65565978,3.25702065565978e-13,8.67663281301652e-11,599892.37093791,-86.7709099833555,Safe,1
1000000,1e-12,3665241.23707963,3.25702065565978e-13,1.70583742866802e-10,605366.151974585,-83.2117249148674,Safe,1
1000000,1e-12,4124626.38290135,2.89426612471675e-13,6.53196852742078e-11,684977.871322005,-86.8222176090842,Safe,1
1000000,1e-12,4641588.83361278,2.89426612471675e-13,1.32180365839453e-10,690262.554312993,-83.1630680037675,Safe,1
1000000,1e-12,5223345.07426684,2.57191380905935e-13,4.95876469849616e-11,781254.155892002,-86.8798266845224,Safe,1
1000000,1e-12,5878016.07227491,2.57191380905935e-13,1.02803093898771e-10,785926.391139838,-83.098631649108,Safe,1
1000000,1e-12,6614740.64123015,2.28546386413499e-13,3.79154273298594e-11,889508.699779616,-86.8922780254296,Safe,1
1000000,1e-12,7443803.0132517,2.28546386413499e-13,8.01992580830004e-11,893717.128456725,-83.0258412011786,Safe,1
1000000,1e-12,8376776.40068292,2.03091762090474e-13,2.91670485533217e-11,1011772.255501,-86.9103301355719,Safe,1
1000000,1e-12,9426684.55117885,2.03091762090474e-13,6.27217870793324e-11,1015349.44237897,-82.9614050931369,Safe,1
1000000,1e-12,10608183.5513945,1.80472176682717e-13,2.25498334778528e-11,1149696.95611369,-86.9267877665271,Safe,1
1000000,1e-12,11937766.4171444,1.80472176682717e-13,4.91498423151489e-11,1152300.24749932,-82.8908240515366,Safe,1
1000000,1e-12,13433993.325989,1.60371874375133e-13,1.75102581376569e-11,1304740.17537652,-86.9147436053684,Safe,1
1000000,1e-12,15117750.7061566,1.60371874375133e-13,3.85750273169789e-11,1306384.43972957,-82.8126959319932,Safe,1
1000000,1e-12,17012542.7985259,1.425102670303e-13,1.3639447686919e-11,1479541.44085183,-86.9066840280767,Safe,1
1000000,1e-12,19144819.7616996,1.425102670303e-13,3.03165268934493e-11,1480014.62396212,-82.7423657148793,Safe,1
1000000,1e-12,21544346.9003188,1.2663801734674e-13,1.06558185054073e-11,1676551.49744964,-86.9014703725439,Safe,1
1000000,1e-12,24244620.1708233,1.2663801734674e-13,2.384781824783e-11,1675618.01176363,-82.6788771499521,Safe,1
1000000,1e-12,27283333.7648677,1.12533558260076e-13,8.34336124061503e-12,1898527.61241845,-86.8982065832298,Safe,1
1000000,1e-12,30702906.2975785,1.12533558260076e-13,1.87773844287053e-11,1895926.25521034,-82.6214195432694,Safe,1
1000000,1e-12,34551072.9459222,1e-13,6.54392618802814e-12,2148094.44902543,-86.8799223871731,Safe,1
1000000,1e-12,38881551.8030809,1e-13,1.47927833369148e-11,2143805.57894567,-82.5630771241229,Safe,1
1000000,1e-12,43754793.7507418,1e-13,2.21255293925704e-11,2126597.57839993,-78.3475501353978,Safe,1
1000000,1e-12,49238826.3170674,1e-13,2.86443830664516e-11,2098975.88454857,-74.3465503622279,Safe,1
1000000,1e-12,55410203.3000949,1e-13,3.44380624854827e-11,2063926.74856744,-70.6466836500063,Safe,1
1000000,1e-12,62355073.4127391,1e-13,3.95914284667215e-11,2024484.65887026,-67.3015999567069,Safe,1
1000000,1e-12,70170382.8670384,1e-13,4.41700552778944e-11,1983284.68119111,-64.3317440808217,Safe,1
1000000,1e-12,78965228.6849973,1e-13,4.82375885317946e-11,1943032.72594002,-61.7412086606642,Safe,1
1000000,1e-12,88862381.6274341,1e-13,5.18538165313486e-11,1905010.17359439,-59.5009777964912,Safe,1
1000000,1e-12,100000000,1e-13,5.50727416146836e-11,1869646.12926634,-57.5687628261877,Safe,1
1000000,5e-12,1000000,1.3433993325989e-12,1.92679378088242e-09,149308.909588513,-85.4790902197568,Safe,1
1000000,5e-12,1125335.58260076,1.19377664171444e-12,2.49967179911547e-10,168524.294739856,-89.2764243351389,Safe,1
1000000,5e-12,1266380.1734674,1.19377664171444e-12,1.48763905270036e-09,170012.656042087,-85.4677433026642,Safe,1
1000000,5e-12,1425102.670303,1.06081835513945e-12,1.70664746373991e-10,191907.72343674,-89.3565232168514,Safe,1
1000000,5e-12,1603718.74375133,1.06081835513945e-12,1.15363459143575e-09,193395.625503056,-85.4627229595607,Safe,1
1000000,5e-12,1804721.76682717,9.42668455117885e-13,1.18126257342108e-10,218320.34488482,-89.4381497765063,Safe,1
1000000,5e-12,2030917.62090473,9.42668455117885e-13,8.97848659617632e-10,219703.10051366,-85.4349151876872,Safe,1
1000000,5e-12,2285463.86413499,8.37677640068292e-13,8.29225188485213e-11,248002.174284996,-89.476501057401,Safe,1
1000000,5e-12,2571913.80905935,8.37677640068292e-13,7.00826914944261e-10,249343.095350302,-85.4033094208329,Safe,1
1000000,5e-12,2894266.12471675,7.4438030132517e-13,5.90457707768571e-11,281483.33969012,-89.5165563964053,Safe,1
1000000,5e-12,3257020.65565978,7.4438030132517e-13,5.48339741324088e-10,282759.806475327,-85.3767369190635,Safe,1
1000000,5e-12,3665241.23707963,6.61474064123016e-13,4.262905998635e-11,319234.736054826,-89.5569075953439,Safe,1
1000000,5e-12,4124626.38290135,6.61474064123016e-13,4.29858611480157e-10,320421.502254885,-85.3541020335018,Safe,1
1000000,5e-12,4641588.83361278,5.87801607227492e-13,3.11882789232104e-11,361761.387682065,-89.591045553652,Safe,1
1000000,5e-12,5223345.07426684,5.87801607227492e-13,3.37495326737763e-10,362769.420329903,-85.3180905125166,Safe,1
1000000,5e-12,5878016.07227491,5.22334507426683e-13,2.30956428239205e-11,409564.670441218,-89.6019193029701,Safe,1
1000000,5e-12,6614740.64123015,5.22334507426683e-13,2.65303843939155e-10,410433.817792909,-85.2803875642354,Safe,1
1000000,5e-12,7443803.0132517,4.64158883361277e-13,1.72981060950156e-11,463410.584313156,-89.6133777065781,Safe,1
1000000,5e-12,8376776.40068292,4.64158883361277e-13,2.08767253231612e-10,464110.299830149,-85.2468204431863,Safe,1
1000000,5e-12,9426684.55117885,4.12462638290135e-13,1.3082066411252e-11,524051.396385269,-89.6248519657341,Safe,1
1000000,5e-12,10608183.5513945,4.12462638290135e-13,1.64404332461248e-10,524548.010361917,-85.2167684894352,Safe,1
1000000,5e-12,11937766.4171444,3.66524123707963e-13,9.98271793375389e-12,592333.67131507,-89.6359186016295,Safe,1
1000000,5e-12,13433993.325989,3.66524123707963e-13,1.29553537820602e-10,592590.053794013,-85.1897108459092,Safe,1
1000000,5e-12,15117750.7061566,3.25702065565978e-13,7.67411797882767e-12,669210.10577794,-89.6462706422038,Safe,1
1000000,5e-12,17012542.7985259,3.25702065565978e-13,1.02143493911657e-10,669185.262169177,-85.1652077911603,Safe,1
1000000,5e-12,19144819.7616996,2.89426612471675e-13,5.93639988410001e-12,755752.827759238,-89.655692789954,Safe,1
1000000,5e-12,21544346.9003188,2.89426612471675e-13,8.05657025202873e-11,755401.421150291,-85.1428852884411,Safe,1
1000000,5e-12,24244620.1708233,2.57191380905935e-13,4.61912856478902e-12,853168.34391135,-89.6640404304512,Safe,1
1000000,5e-12,27283333.7648677,2.57191380905935e-13,6.35703952498931e-11,852440.13735921,-85.1224223043436,Safe,1
1000000,5e-12,30702906.2975785,2.28546386413499e-13,3.61044203477476e-12,962723.493667307,-89.6636755435862,Safe,1
1000000,5e-12,34551072.9459222,2.28546386413499e-13,5.01701007747564e-11,961630.165080203,-85.1018493908628,Safe,1
1000000,5e-12,38881551.8030809,2.03091762090474e-13,2.8331940967331e-12,1085989.28651619,-89.6603503008051,Safe,1
1000000,5e-12,43754793.7507418,2.03091762090474e-13,3.96087863611194e-11,1084432.37610402,-85.077636816901,Safe,1
1000000,5e-12,49238826.3170674,1.80472176682717e-13,2.22952510267091e-12,1224717.37795229,-89.6570513636508,Safe,1
1000000,5e-12,55410203.3000949,1.80472176682717e-13,3.12750683951999e-11,1222632.38682233,-85.0555231822212,Safe,1
1000000,5e-12,62355073.4127391,1.60371874375133e-13,1.76086195392612e-12,1380841.15637953,-89.6536524008232,Safe,1
1000000,5e-12,70170382.8670384,1.60371874375133e-13,2.47002837282608e-11,1378155.93696567,-85.0352152638639,Safe,1
1000000,5e-12,78965228.6849973,1.425102670303e-13,1.39634617156905e-12,1556535.97397777,-89.6500472576863,Safe,1
1000000,5e-12,88862381.6274341,1.425102670303e-13,1.95102733032842e-11,1553169.68401156,-85.0164463397956,Safe,1
1000000,5e-12,100000000,1.2663801734674e-13,1.11090524146932e-12,1754249.31401728,-89.6461438197822,Safe,1
1000000,1e-11,1000000,1.91448197616996e-12,4.10048046517614e-09,108093.823294593,-84.9166337766433,Safe,1
1000000,1e-11,1125335.58260076,1.70125427985259e-12,6.9499080511715e-10,122095.05431948,-88.9432730147079,Safe,1
1000000,1e-11,1266380.1734674,1.70125427985259e-12,3.20429044913142e-09,122678.792002349,-84.8783470008874,Safe,1
1000000,1e-11,1425102.670303,1.51177507061566e-12,5.22252754700496e-10,138585.442573524,-88.9783732701393,Safe,1
1000000,1e-11,1603718.74375133,1.51177507061566e-12,2.50937100444755e-09,139122.036080076,-84.8454196088246,Safe,1
1000000,1e-11,1804721.76682717,1.3433993325989e-12,3.95914284659094e-10,157179.356320141,-89.014018648349,Safe,1
1000000,1e-11,2030917.62090473,1.3433993325989e-12,1.96856458941427e-09,157648.163573234,-84.814261360118,Safe,1
1000000,1e-11,2285463.86413499,1.19377664171444e-12,3.02420808125578e-10,178094.164687385,-89.0300650302243,Safe,1
1000000,1e-11,2571913.80905935,1.19377664171444e-12,1.54645917083998e-09,178468.053466688,-84.7664752642439,Safe,1
1000000,1e-11,2894266.12471675,1.06081835513945e-12,2.32497423527953e-10,201634.241110501,-89.0370082725295,Safe,1
1000000,1e-11,3257020.65565978,1.06081835513945e-12,1.21622330131639e-09,201918.152544682,-84.7239195250519,Safe,1
1000000,1e-11,3665241.23707963,9.42668455117885e-13,1.79702423390346e-10,228150.097101378,-89.0448019079366,Safe,1
1000000,1e-11,4124626.38290135,9.42668455117885e-13,9.57359236227213e-10,228325.915142617,-84.6858487313416,Safe,1
1000000,1e-11,4641588.83361278,8.37677640068292e-13,1.39528541134474e-10,258012.151439761,-89.0528712917035,Safe,1
1000000,1e-11,5223345.07426684,8.37677640068292e-13,7.54134937290862e-10,258059.869974567,-84.6516351390108,Safe,1
1000000,1e-11,5878016.07227491,7.4438030132517e-13,1.08733707818002e-10,291637.256397334,-89.0607851190004,Safe,1
1000000,1e-11,6614740.64123015,7.4438030132517e-13,5.9439409246871e-10,291534.770801623,-84.620747167683,Safe,1
1000000,1e-11,7443803.0132517,6.61474064123016e-13,8.4999680211457e-11,329494.525039338,-89.0682268502599,Safe,1
1000000,1e-11,8376776.40068292,6.61474064123016e-13,4.68707507795713e-10,329217.384680959,-84.5927315232782,Safe,1
1000000,1e-11,9426684.55117885,5.87801607227492e-13,6.66118840793794e-11,372111.87964346,-89.0749702003516,Safe,1
1000000,1e-11,10608183.5513945,5.87801607227492e-13,3.69738579908126e-10,371632.997806801,-84.5671985042739,Safe,1
1000000,1e-11,11937766.4171444,5.22334507426683e-13,5.23109077504921e-11,420026.537037486,-89.0702365014406,Safe,1
1000000,1e-11,13433993.325989,5.22334507426683e-13,2.91757275000797e-10,419357.284175993,-84.541294487979,Safe,1
1000000,1e-11,15117750.7061566,4.64158883361277e-13,4.11536389625306e-11,473949.14995693,-89.0645914681879,Safe,1
1000000,1e-11,17012542.7985259,4.64158883361277e-13,2.30281399009872e-10,473031.604964578,-84.5121768692111,Safe,1
1000000,1e-11,19144819.7616996,4.12462638290135e-13,3.2420689425461e-11,534638.477499338,-89.0593101829697,Safe,1
1000000,1e-11,21544346.9003188,4.12462638290135e-13,1.81796942647656e-10,533438.006894856,-84.4857127112286,Safe,1
1000000,1e-11,24244620.1708233,3.66524123707963e-13,2.55758930678886e-11,602940.443562809,-89.0542252469629,Safe,1
1000000,1e-11,27283333.7648677,3.66524123707963e-13,1.43551715324869e-10,601418.355159636,-84.4615599261754,Safe,1
1000000,1e-11,30702906.2975785,3.25702065565978e-13,2.01988031144017e-11,679806.8794939,-89.0491973366288,Safe,1
1000000,1e-11,34551072.9459222,3.25702065565978e-13,1.13370194277131e-10,677919.878326568,-84.4394087720059,Safe,1
1000000,1e-11,38881551.8030809,2.89426612471675e-13,1.59654055362415e-11,766308.735237452,-89.0441078632,Safe,1
1000000,1e-11,43754793.7507418,2.89426612471675e-13,8.95455198887436e-11,764008.304674434,-84.4189767679446,Safe,1
1000000,1e-11,49238826.3170674,2.57191380905935e-13,1.26307611569058e-11,863650.929733679,-89.0388529394109,Safe,1
1000000,1e-11,55410203.3000949,2.57191380905935e-13,7.07372769812618e-11,860882.627635007,-84.4000042604361,Safe,1
1000000,1e-11,62355073.4127391,2.28546386413499e-13,1.00020044830849e-11,973189.042215055,-89.033338406483,Safe,1
1000000,1e-11,70170382.8670384,2.28546386413499e-13,5.58885626513825e-11,969891.700189809,-84.3822505060821,Safe,1
1000000,1e-11,78965228.6849973,2.03091762090474e-13,7.9248431201313e-12,1096448.07016994,-89.0274757068971,Safe,1
1000000,1e-11,88862381.6274341,2.03091762090474e-13,4.41623406581621e-11,1092552.88187168,-84.3654901619234,Safe,1
1000000,1e-11,100000000,1.80472176682717e-13,6.28548642699205e-12,1235143.50659471,-89.0211784194412,Safe,1
1000000,2e-11,1000000,2.72833337648677e-12,8.91394608338489e-09,77550.2759871291,-84.2713720838711,Safe,1
1000000,2e-11,1125335.58260076,2.42446201708233e-12,1.95325492655873e-09,87668.6306915882,-88.4718608097042,Safe,1
1000000,2e-11,1266380.1734674,2.42446201708233e-12,7.0058236124448e-09,87792.3499554934,-84.2182240870196,Safe,1
1000000,2e-11,1425102.670303,2.15443469003189e-12,1.51634515271976e-09,99259.4735047476,-88.474652844346,Safe,1
1000000,2e-11,1603718.74375133,2.15443469003189e-12,5.51176021111144e-09,99328.2181025968,-84.1706691002723,Safe,1
1000000,2e-11,1804721.76682717,1.91448197616996e-12,1.1813512914757e-09,112315.61305006,-88.4785735305342,Safe,1
1000000,2e-11,2030917.62090473,1.91448197616996e-12,4.33985547208236e-09,112318.946934766,-84.1279595068333,Safe,1
1000000,2e-11,2285463.86413499,1.70125427985259e-12,9.23036893041364e-10,127019.425077749,-88.4830435066667,Safe,1
1000000,2e-11,2571913.80905935,1.70125427985259e-12,3.41935476064013e-09,126945.808288544,-84.0894605981195,Safe,1
1000000,2e-11,2894266.12471675,1.51177507061566e-12,7.22919657201186e-10,143576.147633801,-88.4876242815951,Safe,1
1000000,2e-11,3257020.65565978,1.51177507061566e-12,2.69551127795069e-09,143412.812658868,-84.0546299202445,Safe,1
1000000,2e-11,3665241.23707963,1.3433993325989e-12,5.67282990075844e-10,162216.750104856,-88.4919899856141,Safe,1
1000000,2e-11,4124626.38290135,1.3433993325989e-12,2.12579625414379e-09,161949.556104538,-84.0230002580777,Safe,1
1000000,2e-11,4641588.83361278,1.19377664171444e-12,4.45858732804402e-10,183173.744620746,-88.4843779649726,Safe,1
1000000,2e-11,5223345.07426684,1.19377664171444e-12,1.67707346885052e-09,182809.487230211,-83.9923538318215,Safe,1
1000000,2e-11,5878016.07227491,1.06081835513945e-12,3.50880191972992e-10,206758.5802102,-88.4757141274135,Safe,1
1000000,2e-11,6614740.64123015,1.06081835513945e-12,1.32344301499691e-09,206266.195855152,-83.9574044912185,Safe,1
1000000,2e-11,7443803.0132517,9.42668455117885e-13,2.76428325592967e-10,233304.515255481,-88.4678266413685,Safe,1
1000000,2e-11,8376776.40068292,9.42668455117885e-13,1.04462122866556e-09,232665.993308833,-83.9257436923968,Safe,1
1000000,2e-11,9426684.55117885,8.37677640068292e-13,2.17968865917238e-10,263181.619733409,-88.4604969795282,Safe,1
1000000,2e-11,10608183.5513945,8.37677640068292e-13,8.24704421286818e-10,262376.86091695,-83.8969732115562,Safe,1
1000000,2e-11,11937766.4171444,7.4438030132517e-13,1.72007090207407e-10,296806.312407459,-88.4535437850056,Safe,1
