case_id,source_script,parameter_record,Rf_ohm,Cf_F,Cpd_F,A0,ft_Hz,fc_ideal_Hz,capacitive_noise_gain,gbw_margin_index,bandwidth_Hz,peaking_dB,effective_noise_bandwidth_approx_Hz,total_integrated_output_noise_V_rms,feedback_resistor_integrated_output_noise_V_rms,opamp_voltage_integrated_output_noise_V_rms,opamp_current_integrated_output_noise_V_rms,photodiode_shot_integrated_output_noise_V_rms,input_referred_current_noise_density_at_reference_frequency_A_per_sqrtHz,temperature_K,opamp_voltage_noise_V_per_sqrtHz,opamp_current_noise_A_per_sqrtHz,photodiode_shot_noise_enabled,photodiode_dc_current_A,model_scope
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,6.3901715824308e-13,5e-12,100000,100000000,2490620.80789,8.82451603294511,4.54989622628469,3016166.38986792,2.14080697574827e-13,4737783.08620675,0.00015671168049389,7.95216708642631e-05,0.000110071089764923,7.81471643102564e-05,3.49722381367244e-06,5.71750230979398e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,7.17729458751483e-13,5e-12,100000,100000000,2217478.20367791,7.96641323417,5.66079998262496,2587933.13849632,3.04727479430833e-13,4065115.86794081,0.000148545852196558,7.51350562337371e-05,0.000104679823311283,7.38363709054923e-05,3.30430818475582e-06,5.71750231257154e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,8.06137314647409e-13,5e-12,100000,100000000,1974290.73434601,7.20241726707182,7.03251414510319,2233311.8521109,4.2237543035033e-13,3508078.0538833,0.000140837803025412,7.09802135098852e-05,9.96083473062189e-05,6.97533433043954e-05,3.12158547837908e-06,5.71750231573713e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,9.05434996631442e-13,5e-12,100000,100000000,1757773.26571219,6.52220757823795,8.72253113565856,1938441.99187288,5.68953205266421e-13,3044897.5605389,0.000133567694074791,6.70465033381814e-05,9.48431434214365e-05,6.58876260502674e-05,2.94858779436348e-06,5.71750231935056e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,1.01696388224325e-12,5e-12,100000,100000000,1565000.93927452,5.91659545368596,10.7997455172676,1691047.0939138,7.52175423911531e-13,2656290.56355698,0.000126716122445886,6.3323516320635e-05,9.03709321792586e-05,6.22289896682206e-05,2.78485734561599e-06,5.71750232348215e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,1.14223057606006e-12,5e-12,100000,100000000,1393369.66132421,5.37739989175102,13.3463133064014,1481421.32367542,9.85542670817403e-13,2327011.17366499,0.000120264194809964,5.98011144886449e-05,8.61787150867237e-05,5.87674714211866e-05,2.62994828203273e-06,5.71750232821482e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,1.28292726188915e-12,5e-12,100000,100000000,1240560.92515748,4.89733708880529,16.4596995794065,1302171.31879587,1.27869822064956e-12,2045445.92442222,0.000114193581067701,5.64694628824612e-05,8.22538032932091e-05,5.54934063435377e-05,2.48342807930844e-06,5.71750233364672e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,1.4409545618851e-12,5e-12,100000,100000000,1104510.49118221,4.46992204491088,20.2549047625065,1147678.18624374,1.64899996780596e-12,1802768.67929429,0.000108486550919331,5.33190527290739e-05,7.85838349952963e-05,5.23974500183533e-05,2.34487855825942e-06,5.71750233989439e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,1.61844721138748e-12,5e-12,100000,100000000,983380.501829608,4.08938096023134,24.8668535358475,1013669.18738351,2.11380580668455e-12,1592267.83612719,0.000103125995858255,5.03407175406971e-05,7.51567836663105e-05,4.9470594397646e-05,2.21389659280665e-06,5.71750234709666e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,1.81780289631145e-12,5e-12,100000,100000000,875534.654581313,3.75057323879593,30.4529247191006,896814.219037275,2.70204556128189e-12,1408712.48108119,9.80954388243671e-05,4.75256432952213e-05,7.1960959051743e-05,4.67041778068494e-05,2.09009455769425e-06,5.71750235541952e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
