case_id,op_amp_model,Rf_ohm,Cpd_F,Cf_F,frequency_Hz,transimpedance_dBOhm,phase_deg,Vnin_mag_dB,Vnin_phase_deg,source_raw_export_filename,source_raw_relative_path
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,10,79.99451775049,179.999964461469,15.9827941776663,-0.00118360001024732,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,10.115794542599,79.9945177504906,179.999964049952,15.982794176613,-0.00119730545187199,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,10.2329299228075,79.9945177504913,179.99996363367,15.9827941755357,-0.00121116959516407,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,10.3514216667934,79.994517750492,179.999963212568,15.9827941744016,-0.00122519427746202,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,10.471285480509,79.9945177504926,179.99996278659,15.9827941732636,-0.00123938135802118,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,10.5925372517729,79.9945177504933,179.999962355679,15.9827941721016,-0.00125373271717203,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,10.7151930523761,79.9945177504941,179.999961919778,15.9827941709056,-0.00126825025725316,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,10.839269140212,79.9945177504948,179.99996147883,15.9827941696756,-0.00128293590242699,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,10.9647819614319,79.9945177504955,179.999961032776,15.9827941684291,-0.00129779159948312,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
ADA4817_Rf10k_Cpd10p_Cf1p0,ADA4817,10000,1e-11,1e-12,11.091748152624,79.9945177504963,179.999960581557,15.9827941671337,-0.00131281931718264,ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt,tia_extension/spice_interface/round9_manual_exports/ADA4817/ADA4817_Cf1p0/ADA4817_Rf10k_Cpd10p_Cf1p0_raw.txt
