K,Rin_ohm,Rf_ohm,Cf_F,A0,fc_target_Hz,M,ft_Hz,fp_Hz,M_check,K_eff,fc_eff_Hz,gain_error_pct,cutoff_error_pct,phase_deviation_fc_deg
2,10000,20000,7.95774715459477e-10,100000,10000,1.4627802713671,43883.408141013,0.438834081432072,1.4627802713671,1.99991630648762,6454.6155290728,-0.00418467561883462,-35.453844709272,20.3627827684999
2,10000,20000,7.95774715459477e-10,100000,10000,1.55118186251735,46535.4558755206,0.465354558778474,1.55118186251735,1.99991733936755,6600.88506866531,-0.00413303162227763,-33.9911493133469,19.4810356284631
2,10000,20000,7.95774715459477e-10,100000,10000,1.64492591108987,49347.777332696,0.493477773351634,1.64492591108987,1.9999182856832,6744.10981411494,-0.00408571583980777,-32.5589018588506,18.6229198881454
2,10000,20000,7.95774715459477e-10,100000,10000,1.74433528289437,52330.0584868311,0.523300584894476,1.74433528289437,1.99991915343509,6884.02911394378,-0.00404232824544604,-31.1597088605622,17.7892839797352
2,10000,20000,7.95774715459477e-10,100000,10000,1.84975235579711,55492.5706739132,0.554925706766878,1.84975235579711,1.99991994982817,7020.50741858342,-0.00400250859167173,-29.7949258141658,16.9808055137769
2,10000,20000,7.95774715459477e-10,100000,10000,1.96154019891149,58846.2059673446,0.588462059702869,1.96154019891149,1.99992068135475,7153.35948254061,-0.00396593226233977,-28.4664051745939,16.1979979535523
2,10000,20000,7.95774715459477e-10,100000,10000,2,60000,0.60000000003,2,1.99992091015868,7196.5051669507,-0.00395449206620491,-28.034948330493,15.9446775470506
2,10000,20000,7.95774715459477e-10,100000,10000,2.0800838230519,62402.5146915571,0.624025146946772,2.0800838230519,1.9999213538686,7282.44021988634,-0.00393230656995369,-27.1755978011366,15.4412189444646
2,10000,20000,7.95774715459477e-10,100000,10000,2.20579150675742,66173.7452027227,0.661737452060314,2.20579150675742,1.99992197265101,7407.64602905226,-0.00390136744933267,-25.9235397094774,14.7106799408272
2,10000,20000,7.95774715459477e-10,100000,10000,2.33909620245231,70172.8860735693,0.701728860770779,2.33909620245231,1.99992254246992,7528.89539438529,-0.00387287650398527,-24.7110460561471,14.0064567863858
2,10000,20000,7.95774715459477e-10,100000,10000,2.48045702758638,74413.7108275915,0.744137108313122,2.48045702758638,1.99992306763265,7646.09461472088,-0.00384661836749789,-23.5390538527912,13.3285009286406
2,10000,20000,7.95774715459477e-10,100000,10000,2.63036084589092,78910.8253767275,0.78910825380673,2.63036084589092,1.99992355203309,7759.21948987496,-0.00382239834539888,-22.4078051012504,12.6766509777953
2,10000,20000,7.95774715459477e-10,100000,10000,2.78932394419601,83679.7183258803,0.836797183300643,2.78932394419601,1.99992399919386,7868.2523159597,-0.00380004030708925,-21.317476840403,12.0506443563178
2,10000,20000,7.95774715459477e-10,100000,10000,2.95789381058475,88736.8143175424,0.887368143219792,2.95789381058475,1.99992441230398,7973.18951575019,-0.00377938480101703,-20.2681048424981,11.4501288223501
2,10000,20000,7.95774715459477e-10,100000,10000,3.13665102000814,94099.5306002443,0.940995306049492,3.13665102000814,1.99992479425263,8074.05787305217,-0.00376028736873701,-19.2594212694783,10.8746736876435
2,10000,20000,7.95774715459477e-10,100000,10000,3.32621123385532,99786.3370156597,0.99786337020649,3.32621123385532,1.99992514765927,8170.8503528211,-0.00374261703649514,-18.291496471789,10.3237805868011
2,10000,20000,7.95774715459477e-10,100000,10000,3.5272273203656,105816.819610968,1.05816819616259,3.5272273203656,1.9999254749007,8263.67234219427,-0.0037262549652417,-17.3632765780573,9.79689368827714
2,10000,20000,7.95774715459477e-10,100000,10000,3.74039160318543,112211.748095563,1.12211748101174,3.74039160318543,1.99992577813516,8352.53366741548,-0.00371109324182051,-16.4746633258452,9.2934092680745
2,10000,20000,7.95774715459477e-10,100000,10000,3.96643824581455,118993.147374437,1.18993147380386,3.96643824581455,1.99992605932407,8437.54915282577,-0.00369703379656805,-15.6245084717423,8.81268459395787
2,10000,20000,7.95774715459477e-10,100000,10000,4.20614578015361,126184.373404608,1.26184373410917,4.20614578015361,1.99992632025134,8518.79068553422,-0.00368398743317844,-14.8120931446578,8.35404609110154
2,10000,20000,7.95774715459477e-10,100000,10000,4.46033978786196,133810.193635859,1.33810193642549,4.46033978786196,1.99992656254081,8596.34654198183,-0.00367187295950977,-14.0365345801817,7.91679677944271
2,10000,20000,7.95774715459477e-10,100000,10000,4.72989574376043,141896.872312813,1.41896872319908,4.72989574376043,1.99992678767184,8670.31913358517,-0.00366061640786342,-13.2968086641483,7.50022298879765
2,10000,20000,7.95774715459477e-10,100000,10000,5,150000,1.500000000075,5,1.99992698615975,8737.13680155294,-0.00365069201264667,-12.6286319844706,7.12435412327628
2,10000,20000,7.95774715459477e-10,100000,10000,5.01574203107223,150472.260932167,1.5047226093969,5.01574203107223,1.99992699699329,8740.82278683268,-0.00365015033574334,-12.5917721316732,7.10360037029475
2,10000,20000,7.95774715459477e-10,100000,10000,5.31886313888673,159565.894166602,1.5956589417458,5.31886313888673,1.99992719173604,8807.97167424193,-0.00364041319821373,-11.9202832575807,6.72619923223027
2,10000,20000,7.95774715459477e-10,100000,10000,5.64030305285862,169209.091585759,1.69209091594219,5.64030305285862,1.99992737302431,8871.83598886358,-0.00363134878430538,-11.2816401113642,6.36728923542388
2,10000,20000,7.95774715459477e-10,100000,10000,5.98116885082043,179435.065524613,1.79435065533585,5.98116885082043,1.99992754188578,8932.60744832952,-0.00362290571087609,-10.6739255167048,6.02614348791882
2,10000,20000,7.95774715459477e-10,100000,10000,6.34263451569209,190279.035470763,1.90279035480277,6.34263451569209,1.99992769926065,8990.31489115007,-0.00361503696750809,-10.0968510884993,5.70204208179338
2,10000,20000,7.95774715459477e-10,100000,10000,6.72594497881973,201778.349364592,2.01778349374681,6.72594497881973,1.99992784600985,9045.14798272642,-0.00360769950742412,-9.54852017273582,5.39427511626154
2,10000,20000,7.95774715459477e-10,100000,10000,7.13242040766936,213972.612230081,2.1397261224078,7.13242040766936,1.99992798292241,9097.21081174466,-0.00360085387933751,-9.02789188255345,5.10214525144547
2,10000,20000,7.95774715459477e-10,100000,10000,7.56346075264287,226903.822579286,2.26903822590631,7.56346075264287,1.99992811072208,9146.58309496894,-0.00359446389617268,-8.53416905031065,4.82496983646593
2,10000,20000,7.95774715459477e-10,100000,10000,8.02055056867603,240616.517060281,2.40616517072312,8.02055056867603,1.99992823007327,9193.40453962799,-0.0035884963363042,-8.06595460372013,4.56208265405124
2,10000,20000,7.95774715459477e-10,100000,10000,8.50526412822478,255157.923846743,2.55157923859501,8.50526412822478,1.9999283415865,9237.79110574227,-0.00358292067481614,-7.62208894257732,4.31283532190572
2,10000,20000,7.95774715459477e-10,100000,10000,9.01927084324942,270578.125297482,2.70578125311011,9.01927084324942,1.99992844582319,9279.85125155744,-0.0035777088406963,-7.20148748442563,4.07659838876675
2,10000,20000,7.95774715459477e-10,100000,10000,9.56434101487073,286930.230446122,2.86930230460468,9.56434101487073,1.99992854330004,9319.69280458438,-0.00357283499792249,-6.80307195415622,3.85276216054891
2,10000,20000,7.95774715459477e-10,100000,10000,10,300000,3.00000000015,10,1.99992861307625,9348.52076366293,-0.00356934618757077,-6.51479236337065,3.69076226149893
2,10000,20000,7.95774715459477e-10,100000,10000,10.1423519305006,304270.557915018,3.04270557930232,10.1423519305006,1.99992863449304,9357.42237358946,-0.00356827534778725,-6.42577626410537,3.64073728932969
2,10000,20000,7.95774715459477e-10,100000,10000,10.7552943294462,322658.829883387,3.2265882989952,10.7552943294462,1.999928719841,9393.12683849921,-0.0035640079502075,-6.06873161500789,3.43995515525643
2,10000,20000,7.95774715459477e-10,100000,10000,11.4052792592565,342158.377777694,3.42158377794802,11.4052792592565,1.99992879974876,9426.90079451799,-0.00356001256217597,-5.73099205482013,3.24986806881361
2,10000,20000,7.95774715459477e-10,100000,10000,12.0945453464241,362836.360392725,3.62836360410866,12.0945453464241,1.99992887459017,9458.86157816324,-0.00355627049162255,-5.41138421836758,3.06994931832863
2,10000,20000,7.95774715459477e-10,100000,10000,12.8254665064857,384763.995194571,3.84763995213809,12.8254665064857,1.9999289447107,9489.10718218658,-0.00355276446495356,-5.10892817813423,2.89969308514727
2,10000,20000,7.95774715459477e-10,100000,10000,13.6005601200726,408016.803602179,4.0801680362258,13.6005601200726,1.99992901042986,9517.68606101079,-0.00354947850720322,-4.82313938989209,2.73861424660058
2,10000,20000,7.95774715459477e-10,100000,10000,14.4224957030741,432674.871092222,4.32674871113856,14.4224957030741,1.99992907204334,9544.70536118498,-0.00354639783308741,-4.55294638815019,2.58624808472568
2,10000,20000,7.95774715459477e-10,100000,10000,15.2941041007713,458823.12302314,4.58823123046081,15.2941041007713,1.99992912982503,9570.27056527677,-0.00354350874847142,-4.29729434723235,2.44214991670145
2,10000,20000,7.95774715459477e-10,100000,10000,16.2183872376106,486551.617128319,4.86551617152646,16.2183872376106,1.99992918402879,9594.38924516787,-0.00354079856049738,-4.05610754832127,2.30589466111932
2,10000,20000,7.95774715459477e-10,100000,10000,17.1985284561928,515955.853685785,5.15955853711583,17.1985284561928,1.99992923489008,9617.22228241769,-0.00353825549612719,-3.82777717582307,2.1770763525253
2,10000,20000,7.95774715459477e-10,100000,10000,18.2379034810894,547137.104432681,5.47137104460038,18.2379034810894,1.99992928262744,9638.74945833512,-0.00353586862802402,-3.61250541664884,2.05530761513937
2,10000,20000,7.95774715459477e-10,100000,10000,19.3400920452449,580202.761357346,5.80202761386356,19.3400920452449,1.99992932744386,9659.12871414844,-0.00353362780695088,-3.40871285851565,1.94021910527334
2,10000,20000,7.95774715459477e-10,100000,10000,20,600000,6.0000000003,20,1.99992935183039,9670.24200494072,-0.00353240848036673,-3.29757995059283,1.87727750363119
2,10000,20000,7.95774715459477e-10,100000,10000,20.5088902190089,615266.706570268,6.15266706601032,20.5088902190089,1.999929369528,9678.33354613217,-0.00353152360016429,-3.21666453867831,1.83145893072142
2,10000,20000,7.95774715459477e-10,100000,10000,21.7483234842606,652449.704527819,6.52449704560441,21.7483234842606,1.99992940905529,9696.4998872383,-0.00352954723539245,-3.03500112761696,1.72869205427996
2,10000,20000,7.95774715459477e-10,100000,10000,23.0626605986532,691879.817959597,6.91879817994191,23.0626605986532,1.99992944618901,9713.6455547984,-0.00352769054955404,-2.86354445201603,1.63159968755277
2,10000,20000,7.95774715459477e-10,100000,10000,24.4564282977307,733692.84893192,7.33692848968605,24.4564282977307,1.99992948108116,9729.82515518524,-0.00352594594190681,-2.70174844814763,1.53987868031057
2,10000,20000,7.95774715459477e-10,100000,10000,25.9344268855507,778032.80656652,7.78032806605421,25.9344268855507,1.99992951387337,9745.12520086404,-0.00352430633131506,-2.5487479913596,1.45324090988237
2,10000,20000,7.95774715459477e-10,100000,10000,27.5017467675107,825052.403025322,8.25052403066575,27.5017467675107,1.99992954469766,9759.54602708824,-0.00352276511697003,-2.40453972911759,1.37141267436016
2,10000,20000,7.95774715459477e-10,100000,10000,29.1637859823185,874913.579469555,8.74913579513301,29.1637859823185,1.99992957367715,9773.15779065,-0.00352131614261841,-2.26842209350003,1.29413409278249
2,10000,20000,7.95774715459477e-10,100000,10000,30.926268793488,927788.063804641,9.2778806385103,30.926268793488,1.99992960092673,9786.02320138897,-0.00351995366359992,-2.13976798611029,1.22115851492222
2,10000,20000,7.95774715459477e-10,100000,10000,32.7952654043937,983857.962131812,9.83857962181005,32.7952654043937,1.99992962655367,9798.1660901788,-0.00351867231663805,-2.01833909821196,1.15225194282998
2,10000,20000,7.95774715459477e-10,100000,10000,34.7772128647828,1043316.38594348,10.4331638599565,34.7772128647828,1.99992965065816,9809.60167886298,-0.00351746709216227,-1.90398321137023,1.08719246587192
2,10000,20000,7.95774715459477e-10,100000,10000,36.8789372407512,1106368.11722254,11.0636811727785,36.8789372407512,1.99992967333382,9820.40584993655,-0.0035163333088617,-1.79594150063454,1.02576971063968
2,10000,20000,7.95774715459477e-10,100000,10000,39.1076771245382,1173230.31373615,11.7323031379481,39.1076771245382,1.9999296946682,9830.61230997607,-0.00351526659013723,-1.69387690023934,0.967784306799267
2,10000,20000,7.95774715459477e-10,100000,10000,41.4711085651117,1244133.25695335,12.4413325701556,41.4711085651117,1.99992971474315,9840.25220476747,-0.00351426284269651,-1.5974779523253,0.913047369675041
2,10000,20000,7.95774715459477e-10,100000,10000,43.9773715054059,1319321.14516218,13.1932114522814,43.9773715054059,1.99992973363527,9849.31585300344,-0.00351331823650325,-1.5068414699656,0.861380000133458
2,10000,20000,7.95774715459477e-10,100000,10000,46.635097817267,1399052.93451801,13.9905293458796,46.635097817267,1.99992975141627,9857.87541151503,-0.00351242918648076,-1.42124588484967,0.812612802131909
2,10000,20000,7.95774715459477e-10,100000,10000,49.453441030661,1483603.23091983,14.8360323099401,49.453441030661,1.99992976815329,9865.95821267273,-0.0035115923357476,-1.34041787327267,0.766585418128706
2,10000,20000,7.95774715459477e-10,100000,10000,50,1500000,15.00000000075,50,1.99992977117747,9867.42135878964,-0.0035114411266024,-1.32578641210363,0.758255985892333
2,10000,20000,7.95774715459477e-10,100000,10000,52.4421078595347,1573263.23578604,15.732632358647,52.4421078595347,1.99992978390921,9873.5901881613,-0.00351080453971919,-1.26409811838705,0.72314608240606
2,10000,20000,7.95774715459477e-10,100000,10000,55.6113916329092,1668341.74898728,16.6834174907069,55.6113916329092,1.99992979874296,9880.79593110325,-0.00351006285190802,-1.19204068896752,0.682151192236987
2,10000,20000,7.95774715459477e-10,100000,10000,58.9722077463467,1769166.2323904,17.6916623247886,58.9722077463467,1.99992981270979,9887.58907448548,-0.00350936451042339,-1.12410925514516,0.643464896725604
2,10000,20000,7.95774715459477e-10,100000,10000,62.5361312558894,1876083.93767668,18.7608393777049,62.5361312558894,1.99992982586149,9893.98151308336,-0.00350870692562566,-1.06018486916641,0.606958703065885
2,10000,20000,7.95774715459477e-10,100000,10000,66.3154367439481,1989463.10231844,19.8946310241792,66.3154367439481,1.99992983824663,9900.01566929353,-0.00350808766869104,-0.999843307064657,0.572511099895571
2,10000,20000,7.95774715459477e-10,100000,10000,70.3231405944451,2109694.21783335,21.0969421793884,70.3231405944451,1.99992984991078,9905.71128779443,-0.00350750446096448,-0.942887122055654,0.540007197365426
2,10000,20000,7.95774715459477e-10,100000,10000,74.57304582281,2237191.3746843,22.3719137479616,74.57304582281,1.99992986089672,9911.08706366036,-0.00350695516404542,-0.889129363396405,0.509338383499973
2,10000,20000,7.95774715459477e-10,100000,10000,79.0797896152294,2372393.68845688,23.723936885755,79.0797896152294,1.99992987124458,9916.16069365495,-0.00350643777080606,-0.838393063450549,0.480401996391315
2,10000,20000,7.95774715459477e-10,100000,10000,83.8588937408818,2515766.81222645,25.1576681235224,83.8588937408818,1.99992988099207,9920.94892556494,-0.00350595039663171,-0.790510744350559,0.453101011740728
2,10000,20000,7.95774715459477e-10,100000,10000,88.926818010783,2667804.54032349,26.6780454045688,88.926818010783,1.99992989017457,9925.46760557714,-0.00350549127174915,-0.745323944228567,0.427343745245167
2,10000,20000,7.95774715459477e-10,100000,10000,94.3010169673599,2829030.5090208,28.2903050916225,94.3010169673599,1.99992989882532,9929.73172371292,-0.00350505873377704,-0.702682762870809,0.403043569311841
2,10000,20000,7.95774715459477e-10,100000,10000,100,3000000,30.0000000015,100,1.99992990697558,9933.74342044259,-0.00350465122085364,-0.662565795574119,0.380118643577802
5,10000,50000,3.18309886183791e-10,100000,10000,0.3,18000,0.180000000009,0.3,4.99926017559917,2378.53502506676,-0.0147964880165041,-76.2146497493324,39.1432032758325
5,10000,50000,3.18309886183791e-10,100000,10000,0.318130185280863,19087.8111168518,0.190878111178061,0.318130185280863,4.99929868527298,2489.92866946468,-0.0140262945404857,-75.1007133053532,38.4441981513164
5,10000,50000,3.18309886183791e-10,100000,10000,0.337356049289453,20241.3629573672,0.202413629583793,0.337356049289453,4.99933335503471,2604.87434399876,-0.0133328993058512,-73.9512565600124,37.7257026048404
5,10000,50000,3.18309886183791e-10,100000,10000,0.357743808220246,21464.6284932147,0.21464628494288,0.357743808220246,4.99936458581052,2723.32758466925,-0.0127082837895642,-72.7667241533075,36.9884128543016
5,10000,50000,3.18309886183791e-10,100000,10000,0.37936367997396,22761.8207984376,0.227618207995757,0.37936367997396,4.99939273553289,2845.21036837747,-0.012145289342218,-71.5478963162253,36.2331531378683
5,10000,50000,3.18309886183791e-10,100000,10000,0.402290125996486,24137.4075597892,0.241374075609961,0.402290125996487,4.99941812381784,2970.45499436565,-0.0116375236432908,-70.2954500563435,35.4608765338586
5,10000,50000,3.18309886183791e-10,100000,10000,0.426602107733079,25596.1264639848,0.255961264652646,0.426602107733079,4.99944103612975,3098.9361861251,-0.0111792774049135,-69.010638138749,34.6726640023089
5,10000,50000,3.18309886183791e-10,100000,10000,0.452383358581104,27143.0015148662,0.271430015162234,0.452383358581104,4.99946172749009,3230.5482852311,-0.0107654501982779,-67.694517147689,33.8697215071794
5,10000,50000,3.18309886183791e-10,100000,10000,0.479722672277952,28783.3603366771,0.287833603381163,0.479722672277952,4.99948042577995,3365.15012758274,-0.0103914844009267,-66.3484987241726,33.0533751200383
5,10000,50000,3.18309886183791e-10,100000,10000,0.5,30000,0.300000000015,0.5,4.99949253044935,3461.82161104679,-0.0101493910129236,-65.3817838895321,32.4701206823
5,10000,50000,3.18309886183791e-10,100000,10000,0.508714208717384,30522.8525230431,0.305228525245692,0.508714208717384,4.99949733468135,3502.57060781595,-0.0100533063729102,-64.9742939218405,32.2250640566343
5,10000,50000,3.18309886183791e-10,100000,10000,0.539457818247563,32367.4690948538,0.323674690964722,0.539457818247563,4.99951263629664,3642.64106583407,-0.00974727406720888,-63.5735893416593,31.3863316554957
5,10000,50000,3.18309886183791e-10,100000,10000,0.572059385567691,34323.5631340614,0.343235631357776,0.572059385567691,4.99952649348158,3785.16151708057,-0.00947013036842748,-62.1483848291943,30.5388143704499
5,10000,50000,3.18309886183791e-10,100000,10000,0.606631194407686,36397.8716644612,0.363978716662811,0.606631194407686,4.9995390519235,3929.92193909144,-0.00921896153002422,-60.7007806090856,29.6842289140077
5,10000,50000,3.18309886183791e-10,100000,10000,0.643292314246894,38597.5388548137,0.385975388567435,0.643292314246894,4.99955044199249,4076.68502505145,-0.00899116015027346,-59.2331497494855,28.8243577527477
5,10000,50000,3.18309886183791e-10,100000,10000,0.682169010403731,40930.1406242239,0.409301406262704,0.682169010403732,4.99956078039056,4225.20678075491,-0.00878439218887195,-57.7479321924509,27.9610332157867
5,10000,50000,3.18309886183791e-10,100000,10000,0.723395178908673,43403.7107345204,0.434037107366906,0.723395178908673,4.99957017162098,4375.2402154599,-0.00859656758038341,-56.247597845401,27.0961205297581
5,10000,50000,3.18309886183791e-10,100000,10000,0.76711280765833,46026.7684594998,0.460267684618011,0.76711280765833,4.99957870929752,4526.48513955895,-0.00842581404956633,-54.7351486044105,26.2315001353617
5,10000,50000,3.18309886183791e-10,100000,10000,0.813472465438891,48808.3479263334,0.488083479287739,0.813472465438891,4.9995864773111,4678.68739724921,-0.00827045377796765,-53.2131260275079,25.369049668945
5,10000,50000,3.18309886183791e-10,100000,10000,0.862633820503182,51758.0292301909,0.517580292327788,0.862633820503182,4.99959355086958,4831.54777566953,-0.00812898260845074,-51.6845222433047,24.5106260059632
5,10000,50000,3.18309886183791e-10,100000,10000,0.914766190487385,54885.9714292431,0.548859714319874,0.914766190487385,4.99959999742452,4984.77274476325,-0.00800005150967564,-50.1522725523675,23.6580477606846
5,10000,50000,3.18309886183791e-10,100000,10000,0.970049125561403,58202.9475336842,0.582029475365943,0.970049125561403,4.99960587749736,5138.07336815699,-0.00788245005274746,-48.6192663184301,22.8130786183208
5,10000,50000,3.18309886183791e-10,100000,10000,1,60000,0.60000000003,1,4.99960872002081,5217.43136089931,-0.00782559958388163,-47.8256863910069,22.3787495092391
5,10000,50000,3.18309886183791e-10,100000,10000,1.02867302682129,61720.3816092776,0.617203816123636,1.02867302682129,4.999611245416,5291.12148790626,-0.00777509168004897,-47.0887851209374,21.9774118430226
5,10000,50000,3.18309886183791e-10,100000,10000,1.09083980205361,65450.3881232168,0.654503881264893,1.09083980205361,4.99961614997153,5443.64638899567,-0.00767700056936604,-45.5635361100433,21.1526562599121
5,10000,50000,3.18309886183791e-10,100000,10000,1.15676356113018,69405.8136678111,0.694058136712814,1.15676356113018,4.99962063500403,5595.34915761342,-0.00758729991940044,-44.0465084238658,20.3403239542761
5,10000,50000,3.18309886183791e-10,100000,10000,1.22667135342832,73600.2812056992,0.736002812093792,1.22667135342832,4.99962473992495,5745.94525810506,-0.00750520150093692,-42.5405474189494,19.5418198694065
5,10000,50000,3.18309886183791e-10,100000,10000,1.30080394981626,78048.2369889757,0.780482369928781,1.30080394981626,4.99962850018323,5895.14724895663,-0.00742999633541075,-41.0485275104337,18.7584334197647
5,10000,50000,3.18309886183791e-10,100000,10000,1.37941667189708,82765.000313825,0.827650003179632,1.37941667189708,4.99963194768112,6042.6938687196,-0.00736104637763191,-39.573061312804,17.9913321714825
5,10000,50000,3.18309886183791e-10,100000,10000,1.4627802713671,87766.816282026,0.877668162864144,1.4627802713671,4.99963511114532,6188.31907633951,-0.00729777709352675,-38.1168092366049,17.2415575807585
5,10000,50000,3.18309886183791e-10,100000,10000,1.55118186251735,93070.9117510413,0.930709117556948,1.55118186251735,4.99963801645826,6331.79666473515,-0.00723967083480659,-36.6820333526485,16.5100227249975
5,10000,50000,3.18309886183791e-10,100000,10000,1.64492591108987,98695.5546653919,0.986955546703267,1.64492591108987,4.99964068695381,6472.90369852729,-0.00718626092389485,-35.2709630147271,15.7975119135445
5,10000,50000,3.18309886183791e-10,100000,10000,1.74433528289437,104660.116973662,1.04660116978895,1.74433528289437,4.99964314368139,6611.40415788484,-0.00713712637217867,-33.8859584211516,15.1046820258548
5,10000,50000,3.18309886183791e-10,100000,10000,1.84975235579711,110985.141347826,1.10985141353376,1.84975235579711,4.99964540564189,6747.14706408671,-0.00709188716214726,-32.5285293591329,14.4320653955521
5,10000,50000,3.18309886183791e-10,100000,10000,1.96154019891149,117692.411934689,1.17692411940574,1.96154019891149,4.99964748999838,6879.92143142299,-0.00705020003248791,-31.2007856857701,13.7800740390737
5,10000,50000,3.18309886183791e-10,100000,10000,2,120000,1.20000000006,2,4.99964814332129,6923.18506403381,-0.00703713357415481,-30.7681493596619,13.5689194576355
5,10000,50000,3.18309886183791e-10,100000,10000,2.0800838230519,124805.029383114,1.24805029389354,2.0800838230519,4.99964941226441,7009.60346271361,-0.00701175471174764,-29.9039653728639,13.1490050170021
5,10000,50000,3.18309886183791e-10,100000,10000,2.20579150675742,132347.490405445,1.32347490412063,2.20579150675742,4.99965118647244,7136.0564948647,-0.00697627055128436,-28.639435051353,12.5390467138361
5,10000,50000,3.18309886183791e-10,100000,10000,2.33909620245231,140345.772147139,1.40345772154156,2.33909620245231,4.99965282532424,7259.17150453842,-0.00694349351519463,-27.4082849546158,11.9502858267162
5,10000,50000,3.18309886183791e-10,100000,10000,2.48045702758638,148827.421655183,1.48827421662624,2.48045702758638,4.99965434032561,7378.81653625473,-0.00691319348778308,-26.2118346374527,11.3827148641643
5,10000,50000,3.18309886183791e-10,100000,10000,2.63036084589092,157821.650753455,1.57821650761346,2.63036084589092,4.99965574190675,7494.97529779807,-0.00688516186494681,-25.0502470220193,10.8362399708764
5,10000,50000,3.18309886183791e-10,100000,10000,2.78932394419601,167359.436651761,1.67359436660129,2.78932394419601,4.99965703953009,7607.54471874604,-0.00685920939828222,-23.9245528125396,10.3106889126955
5,10000,50000,3.18309886183791e-10,100000,10000,2.95789381058475,177473.628635085,1.77473628643958,2.95789381058475,4.99965824178673,7716.49933303643,-0.00683516426530417,-22.8350066696357,9.80581907588325
5,10000,50000,3.18309886183791e-10,100000,10000,3.13665102000814,188199.061200489,1.88199061209898,3.13665102000814,4.99965935648295,7821.82464099833,-0.0068128703410153,-21.7817535900167,9.32132535563854
5,10000,50000,3.18309886183791e-10,100000,10000,3.32621123385532,199572.674031319,1.99572674041298,3.32621123385532,4.99966039071753,7923.51270323645,-0.00679218564943795,-20.7648729676355,8.85684782960305
5,10000,50000,3.18309886183791e-10,100000,10000,3.5272273203656,211633.639221936,2.11633639232518,3.5272273203656,4.99966135095122,8021.53548496669,-0.00677298097567558,-19.7846451503331,8.41197913213227
5,10000,50000,3.18309886183791e-10,100000,10000,3.74039160318543,224423.496191126,2.24423496202347,3.74039160318543,4.99966224306892,8115.96432557174,-0.00675513862169907,-18.8403567442826,7.98627146388482
5,10000,50000,3.18309886183791e-10,100000,10000,3.96643824581455,237986.294748873,2.37986294760772,3.96643824581455,4.99966307243549,8206.79272560656,-0.00673855129022627,-17.9320727439344,7.5792431884212
5,10000,50000,3.18309886183791e-10,100000,10000,4.20614578015361,252368.746809217,2.52368746821835,4.20614578015361,4.99966384394586,8294.09885849031,-0.00672312108282114,-17.0590114150969,7.19038498279014
5,10000,50000,3.18309886183791e-10,100000,10000,4.46033978786196,267620.387271717,2.67620387285098,4.46033978786196,4.99966456206996,8377.90337175518,-0.00670875860077302,-16.2209662824482,6.81916552241464
5,10000,50000,3.18309886183791e-10,100000,10000,4.72989574376043,283793.744625626,2.83793744639815,4.72989574376043,4.99966523089313,8458.27259663322,-0.00669538213736942,-15.4172740336678,6.46503669196628
5,10000,50000,3.18309886183791e-10,100000,10000,5,300000,3.00000000015,5,4.99966582186119,8531.25542204689,-0.00668356277612858,-14.6874457795311,6.14511412231715
5,10000,50000,3.18309886183791e-10,100000,10000,5.01574203107223,300944.521864334,3.00944521879381,5.01574203107223,4.99966585415241,8535.28920952057,-0.00668291695179235,-14.6471079047943,6.12743832339978
5,10000,50000,3.18309886183791e-10,100000,10000,5.31886313888673,319131.788333204,3.1913178834916,5.31886313888673,4.99966643526917,8609.0281911811,-0.00667129461650262,-13.909718088189,5.80580247003354
5,10000,50000,3.18309886183791e-10,100000,10000,5.64030305285862,338418.183171517,3.38418183188438,5.64030305285862,4.9996669773785,8679.53979409338,-0.00666045243004731,-13.2046020590662,5.49955723165415
5,10000,50000,3.18309886183791e-10,100000,10000,5.98116885082043,358870.131049226,3.58870131067169,5.98116885082043,4.99966748335558,8746.94378588327,-0.00665033288843375,-12.5305621411673,5.20813015026975
5,10000,50000,3.18309886183791e-10,100000,10000,6.34263451569209,380558.070941525,3.80558070960553,6.34263451569209,4.99966795583954,8811.34576687206,-0.00664088320913692,-11.8865423312794,4.93095119951697
5,10000,50000,3.18309886183791e-10,100000,10000,6.72594497881973,403556.698729184,4.03556698749362,6.72594497881973,4.9996683972549,8872.77096808371,-0.00663205490205598,-11.2722903191629,4.66745539301851
5,10000,50000,3.18309886183791e-10,100000,10000,7.13242040766936,427945.224460162,4.27945224481559,7.13242040766936,4.99966880983087,8931.39558044667,-0.00662380338269486,-10.6860441955333,4.41708503836418
5,10000,50000,3.18309886183791e-10,100000,10000,7.56346075264287,453807.645158572,4.53807645181263,7.56346075264287,4.99966919561884,8987.23577927504,-0.00661608762314359,-10.1276422072496,4.17929166400634
5,10000,50000,3.18309886183791e-10,100000,10000,8.02055056867603,481233.034120562,4.81233034144624,8.02055056867603,4.99966955650816,9040.44194907785,-0.00660886983686382,-9.59558050922154,3.95353764636701
5,10000,50000,3.18309886183791e-10,100000,10000,8.50526412822478,510315.847693487,5.10315847719003,8.50526412822478,4.9996698942403,9091.10575995069,-0.00660211519395659,-9.08894240049309,3.73929756397399
5,10000,50000,3.18309886183791e-10,100000,10000,9.01927084324942,541156.250594965,5.41156250622023,9.01927084324942,4.99967021042181,9139.31557887136,-0.00659579156373269,-8.60684421128643,3.53605930459322
